file_name,Fr bound,Number of examples,Example length,Formula,Formula Size,Correct?,Total Time,Solving Time,Timeout
RQ1-bound-3/signalsFiles/f:01-nw:005-ml:04-0.signal,3,10,4,"G(F[0.003125,2.6]p)",2,TRUE,4.49,0.92,5400
RQ1-bound-3/signalsFiles/f:01-nw:005-ml:05-0.signal,3,10,5,"G(F[0.8,2.99375]p)",2,TRUE,4.66,1.11,5400
RQ1-bound-3/signalsFiles/f:01-nw:005-ml:06-0.signal,3,10,6,"G(F[0.00625,3.0]p)",2,TRUE,5.14,1.47,5400
RQ1-bound-3/signalsFiles/f:01-nw:010-ml:04-0.signal,3,20,4,"G(F[0.00625,2.30625]p)",2,TRUE,12.12,4.64,5400
RQ1-bound-3/signalsFiles/f:01-nw:010-ml:05-0.signal,3,20,5,"G(F[0.803125,2.996875]p)",2,TRUE,10.31,2.87,5400
RQ1-bound-3/signalsFiles/f:01-nw:010-ml:06-0.signal,3,20,6,"G(F[0.00625,2.9125]p)",2,TRUE,13.46,5.89,5400
RQ1-bound-3/signalsFiles/f:01-nw:015-ml:04-0.signal,3,30,4,"G(F[0.00625,2.60625]p)",2,TRUE,21.50,9.78,5400
RQ1-bound-3/signalsFiles/f:01-nw:015-ml:05-0.signal,3,30,5,"G(F[0.103125,2.7]p)",2,TRUE,25.26,13.59,5400
RQ1-bound-3/signalsFiles/f:01-nw:015-ml:06-0.signal,3,30,6,"G(F[0.00625,3.0]p)",2,TRUE,19.67,7.73,5400
RQ1-bound-3/signalsFiles/f:01-nw:020-ml:04-0.signal,3,40,4,"G(F[0.50625,3.0]p)",2,TRUE,27.62,11.15,5400
RQ1-bound-3/signalsFiles/f:01-nw:020-ml:05-0.signal,3,40,5,"G(F[0.103125,2.996875]p)",2,TRUE,33.98,17.68,5400
RQ1-bound-3/signalsFiles/f:01-nw:020-ml:06-0.signal,3,40,6,"G(F[0.096875,3.0]p)",2,TRUE,29.41,12.99,5400
RQ1-bound-3/signalsFiles/f:02-nw:005-ml:04-0.signal,3,10,4,"G(F[0.10625,2.60625]q)",2,TRUE,4.60,0.96,5400
RQ1-bound-3/signalsFiles/f:02-nw:005-ml:05-0.signal,3,10,5,"G(F[0.49375,3.0]q)",2,TRUE,4.86,1.27,5400
RQ1-bound-3/signalsFiles/f:02-nw:005-ml:06-0.signal,3,10,6,"G(p | (F[0.0,2.9]q))",4,TRUE,"1,413.59","1,371.62",5400
RQ1-bound-3/signalsFiles/f:02-nw:010-ml:04-0.signal,3,20,4,"G(p | (F[0.0,0.903125]q))",4,TRUE,"1,018.58",932.67,5400
RQ1-bound-3/signalsFiles/f:02-nw:010-ml:05-0.signal,3,20,5,"G((F[0.096875,2.896875]q) | p)",4,TRUE,"2,866.51","2,778.94",5400
RQ1-bound-3/signalsFiles/f:02-nw:010-ml:06-0.signal,3,20,6,"G((F[0.0,2.9]q) | p)",4,TRUE,"3,387.49","3,300.80",5400
RQ1-bound-3/signalsFiles/f:02-nw:015-ml:04-0.signal,3,30,4,,,,,,5400
RQ1-bound-3/signalsFiles/f:02-nw:015-ml:05-0.signal,3,30,5,"G(p | (F[0.0,3.0]q))",4,TRUE,"1,119.48",984.20,5400
RQ1-bound-3/signalsFiles/f:02-nw:015-ml:06-0.signal,3,30,6,"G((F[0.0,2.9]q) | p)",4,TRUE,"2,297.56","2,161.04",5400
RQ1-bound-3/signalsFiles/f:02-nw:020-ml:04-0.signal,3,40,4,,,,,,5400
RQ1-bound-3/signalsFiles/f:02-nw:020-ml:05-0.signal,3,40,5,,,,,,5400
RQ1-bound-3/signalsFiles/f:02-nw:020-ml:06-0.signal,3,40,6,,,,,,5400
RQ1-bound-3/signalsFiles/f:03-nw:005-ml:04-0.signal,3,10,4,"G(p | (G[1.2,3.0]q))",4,TRUE,386.24,343.93,5400
RQ1-bound-3/signalsFiles/f:03-nw:005-ml:05-0.signal,3,10,5,"G(F[0.00625,0.59375]q)",2,TRUE,5.47,1.86,5400
RQ1-bound-3/signalsFiles/f:03-nw:005-ml:06-0.signal,3,10,6,G(q | p),3,TRUE,27.79,12.19,5400
RQ1-bound-3/signalsFiles/f:03-nw:010-ml:04-0.signal,3,20,4,,,,,,5400
RQ1-bound-3/signalsFiles/f:03-nw:010-ml:05-0.signal,3,20,5,"G(q | (F[0.0020833333333333333,0.004166666666666667]p))",4,TRUE,"1,041.03",953.80,5400
RQ1-bound-3/signalsFiles/f:03-nw:010-ml:06-0.signal,3,20,6,"G(p | (F[0.903125,0.996875]q))",4,TRUE,"1,828.17","1,739.83",5400
RQ1-bound-3/signalsFiles/f:03-nw:015-ml:04-0.signal,3,30,4,,,,,,5400
RQ1-bound-3/signalsFiles/f:03-nw:015-ml:05-0.signal,3,30,5,"G(p | (G[0.09166666666666666,0.09583333333333334]q))",4,TRUE,"4,864.20","4,727.34",5400
RQ1-bound-3/signalsFiles/f:03-nw:015-ml:06-0.signal,3,30,6,"G(q | (G[0.0020833333333333333,0.004166666666666667]p))",4,FALSE,"2,792.85","2,657.28",5400
RQ1-bound-3/signalsFiles/f:03-nw:020-ml:04-0.signal,3,40,4,,,,,,5400
RQ1-bound-3/signalsFiles/f:03-nw:020-ml:05-0.signal,3,40,5,,,,,,5400
RQ1-bound-3/signalsFiles/f:03-nw:020-ml:06-0.signal,3,40,6,,,,,,5400
RQ1-bound-3/signalsFiles/f:04-nw:005-ml:04-0.signal,3,10,4,Gp,1,TRUE,0.08,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:005-ml:05-0.signal,3,10,5,Gp,1,TRUE,0.07,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:005-ml:06-0.signal,3,10,6,Gp,1,TRUE,0.08,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:010-ml:04-0.signal,3,20,4,Gp,1,TRUE,0.13,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:010-ml:05-0.signal,3,20,5,Gp,1,TRUE,0.13,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:010-ml:06-0.signal,3,20,6,Gp,1,TRUE,0.13,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:015-ml:04-0.signal,3,30,4,Gp,1,TRUE,0.19,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:015-ml:05-0.signal,3,30,5,Gp,1,TRUE,0.19,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:015-ml:06-0.signal,3,30,6,Gp,1,TRUE,0.19,0.00,5400
RQ1-bound-3/signalsFiles/f:04-nw:020-ml:04-0.signal,3,40,4,Gp,1,TRUE,0.24,0.01,5400
