file_name,Fr bound,Number of examples,Example length,Formula,Formula Size,Correct?,Total Time,Solving Time,Timeout
RQ1-G-bound-3/signalsFiles/f:01-nw:020-ml:04-0.signal,3,40,4,,,,,,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:005-ml:05-0.signal,3,10,5,G(p | q),3,True,33.88577914237976,18.044156312942505,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:005-ml:04-0.signal,3,10,4,"G(F[1.61875,2.00625]q)",2,True,4.565170049667358,0.9610462188720703,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:015-ml:06-0.signal,3,30,6,,,,,,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:020-ml:05-0.signal,3,40,5,,,,,,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:010-ml:06-0.signal,3,20,6,"G((p | q) U[0.29583333333333334,2.3875] p)",4,True,2238.7403769493103,2151.041111946106,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:005-ml:06-0.signal,3,10,6,"G((q | p) U[0.003125,1.903125] p)",4,True,646.3073997497559,604.4145743846893,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:015-ml:04-0.signal,3,30,4,,,,,,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:010-ml:04-0.signal,3,20,4,"G(p | (F[0.00625,0.3]q))",4,True,748.0347254276276,660.7463955879211,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:020-ml:06-0.signal,3,40,6,,,,,,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:015-ml:05-0.signal,3,30,5,"G((G[0.496875,2.903125]q) | p)",4,True,5017.626600265503,4881.11159491539,5400.0
RQ1-G-bound-3/signalsFiles/f:01-nw:010-ml:05-0.signal,3,20,5,"G(p | (G[0.303125,0.403125]q))",4,True,4111.259656667709,4020.090341091156,5400.0
