file_name,Fr bound,Number of examples,Example length,Formula,Formula Size,Correct?,Total Time,Timeout
RQ1-subset/RQ1-bound-2/signalsFiles/f:04-nw:005-ml:04-0.signal,2,10,4,,,,,600
