file_name,Fr bound,Number of examples,Example length,Formula,Formula Size,Correct?,Total Time,Solving Time,Timeout
first-run/signalsFiles/f:01-nw:008-ml:06-0.signal,2,16,6,"G(F[0.3,2.0]p)",2,True,12.856807231903076,3.2623162269592285,3600
