file_name,Fr bound,Number of examples,Example length,Formula,Formula Size,Correct?,Total Time,Solving Time,Timeout
first-run/signalsFiles/f:02-nw:008-ml:06-0.signal,2,16,6,"G(p | (F[0.0,1.996875]q))",4,True,1126.9742455482483,1023.1843149662018,3600
